Team,First_name,Last_name,GP,GS,MPG,USG_P,OFF_RTG,DEF_RTG,TS_P,EFG_P,FT_RATE,3FG_TEND,OFF_REB_P,DEF_REB_P,REB_P,AST_P,STL_P,BLK_P,TO_P
Stanford,"1 Herenton, Rodney G",f,5,0,1,69.7,28.6,114,0.205,0.25,50,25,0,0,0,0.000,0.000,0.000,0.291
Stanford,"2 Travis, Reid F",f,27,27,30.1,27.4,115.2,103.4,0.613,0.579,59.5,0.3,13.4,21.7,16,0.043,0.010,0.008,0.127
Stanford,"3 Humphrey, Michael F",f,30,25,24,23,99.7,99.8,0.508,0.468,28.2,10.9,10.9,20.1,14.2,0.084,0.022,0.031,0.147
Stanford,"4 Sheffield, Marcus G",f,31,5,18.9,21.4,94.9,104.3,0.492,0.426,35.2,39,0.2,9.7,4.5,0.161,0.026,0.004,0.153
Stanford,"5 Pickens, Dorian G",f,31,31,29.9,20.6,111.9,105.1,0.587,0.545,37.3,58.9,2.9,11.2,6.4,0.084,0.020,0.004,0.114
Stanford,"6 Pagon, Blake G",f,5,0,2,19.6,70.5,96.7,0.347,0,100,50,11.7,12.1,10.9,0.000,0.059,0.000,0.258
Stanford,"7 Allen, Marcus G",f,31,28,26.9,18.8,93.3,104.2,0.488,0.451,34.7,24.4,1.8,8.5,4.7,0.145,0.028,0.003,0.162
Stanford,"8 Cartwright, Robert G",f,31,12,24.7,18.2,94.4,105.6,0.457,0.421,20.1,49.8,0.8,8.1,4,0.275,0.023,0.002,0.174
Stanford,"9 Sharma, Josh C",f,31,0,13.4,17,83,98.8,0.429,0.419,27.6,21,7,18.6,11.7,0.018,0.011,0.100,0.157
Stanford,"10 Stanback, Trevor F",f,16,0,5.7,15.7,61,105.3,0.216,0.176,82.4,0,9,5.3,6.6,0.112,0.019,0.040,0.178
Stanford,"11 Verhoeven, Grant C",f,30,10,12.6,14.5,117.2,103.7,0.591,0.549,40.7,16,10.2,12.7,10.5,0.026,0.017,0.023,0.120
Stanford,"12 Sanders, Christian G",f,31,17,17.2,13.6,90.3,105.2,0.536,0.486,53.5,32.4,0.7,12.9,6.2,0.342,0.015,0.007,0.385
Stanford,"13 Walker, Cameron F",f,14,0,7.1,13.2,89.8,101.2,0.527,0.364,145.5,9.1,8.2,21.7,13.6,0.052,0.018,0.012,0.307
Stanford,"14 Hanson, Josh G",f,4,0,1.3,10.1,-,114,0,0,0,100,0,0,0,0.000,0.000,0.000,0.000
Stanford,"15 Allen, Malcolm G",f,11,0,3.6,8.9,-,101.8,0.667,0.667,0,16.7,0,15.1,6.8,0.048,0.029,0.000,0.143
Washington State,"1 Clifford, Conor C",f,31,30,19.7,24.9,102.5,112.8,0.622,0.589,22,0.5,3.7,12.3,7.6,0.101,0.001,0.034,0.184
Washington State,"2 Franks, Robert F",f,31,0,16.4,23.4,94.1,110.5,0.53,0.497,24.7,36.7,6.9,16.1,10.9,0.095,0.005,0.036,0.182
Washington State,"3 King, Derrien F",f,9,5,24.6,22.8,68.8,111.1,0.413,0.325,43.3,41.7,2.8,17.2,9.6,0.056,0.008,0.009,0.251
Washington State,"4 Hawkinson, Josh F",f,31,31,35.4,20.9,120.2,106.4,0.628,0.574,38.7,21.2,6.4,26.4,15.7,0.148,0.010,0.023,0.122
Washington State,"5 Iroegbu, Ike G",f,31,31,34.3,20.9,105.1,113,0.55,0.507,44.1,29.6,3,10.8,6.6,0.204,0.012,0.004,0.155
Washington State,"6 Callison, Charles G",f,31,26,27.3,19.8,101.4,110.7,0.566,0.54,15.2,39.6,0.7,6.3,3.4,0.156,0.027,0.013,0.155
Washington State,"7 Langston, KJ G",f,21,0,7.5,18.2,66.4,113.5,0.337,0.34,2.1,55.3,1.6,6.4,3.8,0.068,0.018,0.000,0.129
Washington State,"8 Shpreyregin, Steven G",f,9,0,3.2,18.2,-,115.2,0.25,0.25,0,80,0,11.6,5.7,0.060,0.000,0.000,0.000
Washington State,"9 Flynn, Malachi G",f,31,31,33.1,18,95.2,113.9,0.531,0.506,18.6,57,1,9,4.8,0.163,0.012,0.001,0.186
Washington State,"10 Pollard, Jeff F",f,24,1,8.5,13.2,98.2,109,0.511,0.472,44.4,0,6.7,16.9,11.2,0.035,0.017,0.010,0.157
Washington State,"11 Daniels, Viont'e G",f,27,0,17.1,9.9,107.7,114.4,0.525,0.521,17.1,67.1,2.2,5.8,3.8,0.130,0.014,0.004,0.127
Washington,"1 Bowman, Greg F",f,11,0,1.6,33.1,112.5,102.1,0.515,0.556,66.7,0,30.1,37.7,30.9,0.131,0.031,0.000,0.079
Washington,"2 Fultz, Markelle G",f,25,25,35.7,31.3,114.2,110.5,0.564,0.535,38.3,28.7,4,14,8.1,0.355,0.025,0.031,0.135
Washington,"3 Crisp, David G",f,31,31,32.9,21.9,104.6,117.7,0.537,0.516,19.1,57.2,2.7,8.1,4.9,0.172,0.009,0.004,0.160
Washington,"4 Dickerson, Noah F",f,31,27,27.2,21,117.7,111.2,0.59,0.549,53.2,3.4,10.7,22.9,15.2,0.054,0.010,0.016,0.120
Washington,"5 Barnard, Quin G",f,10,0,1.4,20.2,-,123.3,0.6,0.6,0,100,7.7,0,3.6,0.256,0.000,0.000,0.167
Washington,"6 Johnson, Carlos G",f,31,4,17.9,20.1,93,116.5,0.458,0.426,30.9,18.3,8.8,9.6,8.4,0.066,0.009,0.012,0.161
Washington,"7 Thybulle, Matisse F",f,31,31,29.8,17.5,105.9,109.7,0.578,0.55,16.9,50.2,2.9,8.7,5.3,0.103,0.039,0.022,0.183
Washington,"8 Green, Dominic F",f,30,2,21.6,16.1,89.3,116.9,0.425,0.394,16.1,55.6,3.5,7.3,4.9,0.053,0.010,0.017,0.131
Washington,"9 Atewe, Matthew F",f,19,4,8.7,15.2,93.3,110,0.522,0.516,67.7,0,12.5,16.5,13.2,0.010,0.010,0.073,0.244
Washington,"10 Timmins, Sam F",f,31,18,14.6,14.2,86,110.1,0.495,0.5,17.4,7.6,9.6,19.7,13.3,0.033,0.014,0.041,0.272
Washington,"11 Dime, Malik F",f,20,13,21.5,13.6,108.6,107.6,0.54,0.506,51.8,0,11.1,17.2,12.9,0.062,0.012,0.107,0.178
Washington,"12 Baruti, Bitumba G",f,17,0,4.5,12.6,72.5,117.7,0.359,0.286,21.4,42.9,5.7,4.5,4.7,0.041,0.015,0.000,0.246
Washington,"13 Kingma, Dan G",f,19,0,6.2,11,75.7,116.4,0.407,0.412,35.3,76.5,0.9,8.6,4.3,0.116,0.014,0.000,0.289
Washington,"14 Duruisseau, Devenir F",f,19,0,3.7,10,-,111.6,0.4,0.4,0,0,4.6,22.3,12.1,0.044,0.008,0.013,0.333
Oregon State,"1 Tinkle, Tres F",f,6,6,34.8,31.6,104.8,98.9,0.568,0.469,71.6,30.9,2.3,25.7,13.1,0.172,0.038,0.027,0.151
Oregon State,"2 Thompson Jr., Stephen G",f,26,26,36.2,27.7,96.3,109.6,0.502,0.473,30,44.8,3.8,10,6.4,0.208,0.024,0.005,0.147
Oregon State,"3 Dew, Keondre F",f,6,0,11.7,25.3,50.5,103.1,0.277,0.263,31.6,0,10.3,21.7,14.8,0.117,0.026,0.016,0.357
Oregon State,"4 Eubanks, Drew F",f,32,32,32.1,24,106.2,103.9,0.624,0.587,44.8,0,9.5,21,14.1,0.099,0.012,0.076,0.205
Oregon State,"5 N'diaye, Cheikh C",f,9,8,10.8,21,89.2,108.8,0.557,0.522,56.5,0,9.9,14.4,11.3,0.024,0.000,0.082,0.258
Oregon State,"6 McLaughlin, Jaquori G",f,32,30,33.8,19.2,97.6,112.6,0.516,0.481,23.7,53.6,0.7,6.9,3.5,0.210,0.015,0.009,0.175
Oregon State,"7 Kone, Ben F",f,23,0,13.4,18.7,70.9,108.3,0.386,0.34,32,28,6.2,17.4,11,0.033,0.012,0.011,0.219
Oregon State,"8 Manuel, Kendal G",f,32,25,28.8,17.2,91.2,111.5,0.508,0.489,14.8,59,1.7,8.1,4.6,0.120,0.019,0.002,0.189
Oregon State,"9 Rakocevic, Gligorije C",f,32,14,18.7,16.1,90.2,110.6,0.507,0.487,47.9,16,9.4,14,10.9,0.021,0.007,0.017,0.213
Oregon State,"10 Stacy, Ronnie G",f,31,8,13,15.6,70.3,108.9,0.434,0.397,38.2,14.7,2.4,11.9,6.7,0.140,0.023,0.003,0.335
Oregon State,"11 Dahlen, Matt F",f,30,10,10.4,10.9,90.3,108.1,0.516,0.5,70.6,2.9,6.9,14.9,10.1,0.113,0.015,0.015,0.310
Oregon State,"12 Muller, Daine G",f,21,1,9.9,9.9,119.4,113.1,0.706,0.696,14.3,100,0.6,9.6,4.7,0.175,0.009,0.000,0.232
Oregon State,"13 Sanders, Tanner G",f,29,0,8.6,9.1,59.2,108,0.243,0.25,6.3,68.8,2.9,11.8,6.8,0.091,0.024,0.018,0.233
Villanova,"1 Hart, Josh G",f,36,35,33.2,27.6,123.3,94.1,0.626,0.59,36.7,39.5,5.9,17.5,11.1,0.188,0.029,0.010,0.117
Villanova,"2 Jenkins, Kris F",f,36,34,31.1,22.9,112,97,0.558,0.5,31.4,64.6,1.6,14.2,7.7,0.120,0.022,0.011,0.110
Villanova,"3 Brunson, Jalen G",f,36,36,31.1,22.8,126.8,101.2,0.663,0.604,40.5,32.8,2.1,7.9,4.8,0.261,0.018,0.000,0.157
Villanova,"4 Booth, Phil G",f,3,3,24,20.1,80.9,103.8,0.409,0.342,21.1,52.6,1.9,6.5,4,0.139,0.009,0.000,0.224
Villanova,"5 DiVincenzo, Donte G",f,36,1,25.5,19,112.7,97.4,0.588,0.556,35.5,49.1,5.5,12.7,8.6,0.120,0.022,0.013,0.161
Villanova,"6 Paschall, Eric G-F",f,36,8,21.7,18.3,110.5,98,0.588,0.562,30.3,34.9,8.6,12.8,10,0.052,0.015,0.027,0.163
Villanova,"7 Bridges, Mikal G-F",f,36,33,29.8,15.3,128.8,93.1,0.681,0.644,24,48.1,5.3,13.4,8.8,0.120,0.035,0.035,0.151
Villanova,"8 Painter, Dylan F",f,23,0,5.5,10.3,99.6,98,0.519,0.429,85.7,21.4,7.6,22.1,14.1,0.000,0.005,0.000,0.206
Villanova,"9 Reynolds, Darryl F",f,31,30,23.8,9.8,122.9,96,0.703,0.688,53.8,0,11.8,16.6,13.1,0.041,0.013,0.047,0.261
Villanova,"10 Delaney, Tim F",f,7,0,3.7,8.3,-,104.3,0.75,0.75,0,100,0,9,4.4,0.000,0.000,0.000,0.500
Villanova,"11 Grace, Denny G",f,7,0,1.3,6,-,97,-,-,-,-,0,25.9,12.8,0.000,0.000,0.000,1.000
Villanova,"12 Leibig, Tom G",f,7,0,1.6,2.2,-,82.9,0,-,-,-,0,31.8,15.7,0.000,0.056,0.000,0.000
Villanova,"13 Kennedy, Matt G",f,7,0,1.9,0,-,108.6,-,-,-,-,10.6,0,4.4,0.000,0.000,0.000,-
Butler,"1 Martin, Kelan F",f,34,21,28.7,30.3,106.8,101.7,0.557,0.504,36.3,43.7,4.5,20.7,11.8,0.086,0.014,0.017,0.119
Butler,"2 Pettus, Trey G",f,7,0,3.4,28.7,83.2,109,0.414,0.4,20,40,0,10.4,4.9,0.253,0.000,0.000,0.155
Butler,"3 Brunk, Joey F-C",f,7,0,7,23.2,107,102.3,0.602,0.538,92.3,15.4,0,17.8,8.4,0.039,0.012,0.024,0.141
Butler,"4 Savage, Kethan G",f,30,11,20.4,21.8,107.4,101,0.554,0.483,54.6,27.6,1.1,15.3,7.7,0.140,0.027,0.012,0.136
Butler,"5 Bennett, Steven G",f,7,0,4.1,21.1,60.6,108.3,0.265,0.278,11.1,66.7,0,12.9,6.1,0.175,0.000,0.000,0.175
Butler,"6 Baldwin, Kamar G",f,34,24,26.9,20.4,106.2,97.8,0.577,0.557,16.1,33.7,2.1,15.1,8.1,0.107,0.039,0.024,0.146
Butler,"7 Chrabascz, Andrew F",f,34,34,32.7,19.3,115.5,105.5,0.563,0.498,48.6,24.3,6.1,11.5,8.2,0.176,0.013,0.010,0.142
Butler,"8 Fowler, Nate C",f,34,1,11.9,18.5,136.8,106.2,0.748,0.717,47.5,21.2,12.2,9.8,10.2,0.069,0.010,0.012,0.149
Butler,"9 Woodson, Avery G",f,34,21,22.4,18.2,122.2,105.9,0.603,0.59,10.9,74.8,1.4,12.9,6.7,0.057,0.008,0.014,0.042
Butler,"10 Baddley, Henry G-F",f,24,0,4.9,16,89.3,98.3,0.449,0.44,36,32,5.5,14.9,9.5,0.075,0.036,0.020,0.172
Butler,"11 Wideman, Tyler F",f,34,33,23,15.7,120.2,101.5,0.639,0.615,51.9,1.3,11.6,16,12.8,0.036,0.016,0.040,0.165
Butler,"12 Lewis, Tyler G",f,34,24,21.9,14.7,132.7,106.5,0.648,0.599,58.4,40.9,1.6,6.7,3.9,0.326,0.018,0.002,0.161
Butler,"13 McDermott, Sean G-F",f,30,1,10.7,11.5,112.5,104.8,0.579,0.557,28.3,79.2,4.8,12,7.9,0.047,0.011,0.022,0.144
Creighton,"1 Foster, Marcus G",f,35,35,30.9,30,103.1,104.6,0.551,0.529,20.1,40.2,1,9.1,4.9,0.143,0.011,0.002,0.119
Creighton,"2 Watson Jr., Maurice G",f,19,19,29.9,24.8,108.5,101.4,0.573,0.547,27.2,16.8,1.3,8.1,4.5,0.476,0.027,0.000,0.249
Creighton,"3 Krampelj, Martin F",f,29,0,5.9,23.9,113.4,97.4,0.557,0.542,49.2,13.6,19.6,22.4,19.6,0.060,0.003,0.061,0.133
Creighton,"4 Hanson, Zach C",f,20,1,10.2,23.7,114.2,100.5,0.622,0.64,36,0,9.4,15.2,11.5,0.046,0.016,0.005,0.112
Creighton,"5 Patton, Justin C",f,35,34,25.3,22,119.2,95.6,0.678,0.689,29.4,5.1,8,19.2,12.9,0.085,0.019,0.059,0.152
Creighton,"6 Paras, Kobe G",f,15,0,4.7,20.5,82.2,99.3,0.399,0.409,31.8,45.5,6.9,16.8,11.2,0.065,0.016,0.015,0.138
Creighton,"7 Thomas, Khyri G",f,35,35,31.2,19.3,115.5,98.4,0.604,0.576,23.8,36.2,5.8,14.5,9.7,0.172,0.026,0.014,0.164
Creighton,"8 Scurry, Jordan G",f,11,0,2.8,19.1,-,101.1,0.667,0.667,0,83.3,0,13.8,6.8,0.224,0.018,0.000,0.000
Creighton,"9 Harrell, Ronnie G",f,26,0,7.3,17.8,119.5,98.6,0.565,0.521,59.6,25.5,10.1,18.5,13.5,0.154,0.018,0.016,0.132
Creighton,"10 Mintz, Davion G",f,29,12,12.2,17.6,93.6,101,0.513,0.442,42.3,32.1,0.3,9.3,4.7,0.214,0.023,0.012,0.269
Creighton,"11 Huff, Cole F",f,35,35,23,17,120.7,102,0.626,0.591,24.3,58.3,2.8,15.6,8.9,0.043,0.010,0.005,0.080
Creighton,"12 Hegner, Toby F",f,35,0,16.7,13.2,121.7,100.2,0.614,0.597,33.9,58.1,5.3,16.8,10.6,0.041,0.012,0.016,0.089
Creighton,"13 Clement, Tyler G",f,30,0,8.8,11.8,92.6,102,0.591,0.586,20,54.3,0.5,10.9,5.6,0.204,0.017,0.004,0.396
Creighton,"14 Zierden, Isaiah G",f,35,4,20,10.7,120.4,103.9,0.664,0.603,35.7,88.4,0.7,9.9,5.2,0.059,0.012,0.003,0.145
Seton Hall,"1 Carrington, Khadeen G",f,33,32,33.3,26.4,109.4,104,0.542,0.494,37.4,37,1.9,8.6,4.8,0.183,0.020,0.010,0.126
Seton Hall,"2 Rodriguez, Desi F",f,33,33,31.9,26.1,105,103,0.524,0.497,30.4,32.3,4.4,13.9,8.4,0.117,0.015,0.014,0.122
Seton Hall,"3 Delgado, Angel F",f,33,33,33,24.5,109,99.2,0.56,0.543,54,0,16.6,27.7,20.4,0.142,0.011,0.011,0.181
Seton Hall,"4 Powell, Myles G",f,33,2,23.8,22.3,111.7,103.7,0.539,0.505,19.9,68.1,2.6,8,4.9,0.073,0.022,0.008,0.089
Seton Hall,"5 Gordon, Eron G",f,18,0,4.1,21.3,92.3,100.8,0.428,0.404,7.7,42.3,7.5,15.6,10.6,0.159,0.024,0.000,0.157
Seton Hall,"6 Soffer, Dalton G",f,11,0,2.7,21.1,-,105,0.25,0.25,0,100,0,7.6,3.4,0.000,0.020,0.000,0.077
Seton Hall,"7 Carter, Myles F",f,5,0,6.6,15.4,50.1,101.7,0.269,0.286,14.3,0,6.6,17.3,10.9,0.000,0.018,0.000,0.287
Seton Hall,"8 Thomas, Jevon G",f,10,0,9.3,14.7,41.1,92.4,0.234,0.227,81.8,27.3,1.2,11,5.5,0.136,0.069,0.000,0.465
Seton Hall,"9 Jones, Madison G",f,33,31,29.5,13,95.1,101.2,0.496,0.452,35.7,26.8,1.7,7.9,4.3,0.184,0.035,0.004,0.251
Seton Hall,"10 Singh, Veer G-F",f,9,0,9.3,12.9,67.1,105.3,0.349,0.267,33.3,80,2.6,16.3,8.6,0.019,0.000,0.013,0.225
Seton Hall,"11 Nzei, Michael F",f,33,14,18,11.2,118.1,102.8,0.662,0.659,72,0,11.3,12.5,11,0.021,0.012,0.032,0.212
Seton Hall,"12 Sanogo, Ismael G-F",f,28,19,22.3,9.5,91.7,97.9,0.468,0.445,52.1,4.1,8.2,19.9,12.9,0.056,0.023,0.031,0.263
Seton Hall,"13 Anthony, Rashed F",f,29,0,4.4,4.3,93.4,106.7,0.478,0.333,50,0,7.7,8,7.2,0.000,0.005,0.008,0.353
Seton Hall,"14 Anderson, Manny G",f,4,0,1.3,0,-,112.2,-,-,-,-,0,0,0,0.000,0.000,0.000,-
Seton Hall,"14 Dowdy, Jr., Michael G",f,6,1,1.5,0,-,107.9,-,-,-,-,0,12.7,5.7,0.000,0.000,0.000,-
Providence,"1 Woodring, Casey G",f,4,0,1.8,45.1,-,103.8,0.25,0.25,0,83.3,17,16.8,15.5,0.000,0.000,0.000,0.000
Providence,"2 Bullock, Rodney F",f,33,33,32.8,27.1,100.8,96.9,0.545,0.493,39.2,35.7,5,18,10.6,0.098,0.021,0.027,0.145
Providence,"3 Council II, Ricky G",f,5,0,4,23.7,-,103.2,0.25,0.25,0,100,0,17.6,8.2,0.000,0.000,0.000,0.333
Providence,"4 Holt, Emmitt F",f,32,28,27.5,22.9,112.6,98.6,0.593,0.56,42.5,21.4,7.4,15.6,10.6,0.083,0.015,0.031,0.117
Providence,"5 Cartwright, Kyron G",f,33,33,33.1,22.2,103.2,101.4,0.516,0.47,35.7,25.5,1.9,10.8,5.8,0.419,0.020,0.001,0.209
Providence,"6 Jackson, Isaiah G",f,33,11,16.7,18.3,105.6,99,0.595,0.553,38.3,35.3,2.6,14.5,7.9,0.151,0.020,0.018,0.188
Providence,"7 Edwards, Drew G",f,8,0,10.8,17.4,86.2,100.1,0.513,0.5,52.6,31.6,0,6.8,3.2,0.045,0.028,0.013,0.176
Providence,"8 White, Maliek G",f,33,0,11.5,16.8,83.9,99.1,0.462,0.452,13.1,44,1.6,8.7,4.7,0.222,0.032,0.006,0.265
Providence,"9 Young, Kalif F",f,33,5,13.1,16.8,91.4,97.3,0.499,0.518,54.1,1.2,12.7,16.3,13.3,0.060,0.017,0.043,0.239
Providence,"10 Diallo, Alpha G",f,33,16,21.4,16.6,99.5,99.1,0.519,0.438,57.9,25.5,5.4,12.2,8.1,0.106,0.025,0.008,0.184
Providence,"11 Lindsey, Jalen G",f,32,32,32.1,14.8,124.9,101.4,0.645,0.616,33.2,69.4,4.4,11.4,7.3,0.043,0.016,0.009,0.080
Providence,"12 Planek, Tom F",f,7,0,1.9,13.4,-,94.9,0,-,-,-,27.5,27.1,25.1,0.000,0.000,0.084,0.602
Providence,"13 Fazekas, Ryan G",f,30,7,11.8,13.3,105.6,101.1,0.536,0.525,11.3,73.8,0,11,5.1,0.049,0.019,0.006,0.056
Providence,"14 Donovan, Bryan G",f,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Marquette,"1 Howard, Markus G",f,31,27,22,26.5,119.4,108.6,0.691,0.658,23.4,55.8,1.6,10.3,5.7,0.199,0.022,0.003,0.175
Marquette,"2 Marotta, Cam G",f,9,0,2.1,26.1,65.1,112.9,0.363,0.25,33.3,50,0,12.3,5.9,0.159,0.000,0.000,0.304
Marquette,"3 Johnson, JaJuan G",f,31,24,26,24.7,106,101.8,0.571,0.529,28.4,29.1,3.2,15.4,8.9,0.189,0.042,0.018,0.179
Marquette,"4 Rowsey, Andrew G",f,32,9,20.8,23.6,128.7,110,0.682,0.615,41.3,69.1,1.1,9.1,4.9,0.197,0.018,0.002,0.134
Marquette,"5 Reinhardt, Katin G",f,29,4,25.8,21.5,111.2,111,0.555,0.514,20.9,58.9,3.5,9,5.9,0.141,0.014,0.004,0.122
Marquette,"6 Cohen, III, Sandy F",f,3,0,6.3,21.1,-,107,0,0,0,0,6.5,12.3,8.9,0.074,0.000,0.110,0.500
Marquette,"7 Froling, Harry F",f,10,0,14.6,20.2,90.1,94.4,0.519,0.527,27,27,10.3,15.4,12,0.078,0.017,0.018,0.253
Marquette,"8 Fischer, Luke C",f,32,25,24,20.1,127.1,104.2,0.65,0.647,36.6,0,13.3,16.3,13.9,0.095,0.014,0.072,0.124
Marquette,"9 Cheatham, Haanif G",f,32,25,25.4,18.5,108.9,108.5,0.56,0.49,50.7,19.7,3.4,14.5,8.5,0.145,0.016,0.005,0.170
Marquette,"10 Wilson, Duane G",f,30,7,16.4,17.1,102.4,105.2,0.507,0.477,25,37.5,0.8,11.9,6.1,0.165,0.034,0.006,0.150
Marquette,"11 Hauser, Sam G-F",f,32,28,26.5,14.2,128.1,106,0.645,0.627,14.1,67.8,4.3,17.9,10.6,0.083,0.017,0.023,0.092
Marquette,"12 Franklin, Deon F",f,8,0,2,9.4,-,97.3,0,0,0,50,0,21.9,10.6,0.000,0.036,0.065,0.333
Marquette,"13 Heldt, Matt C",f,32,7,13.1,7.7,138.5,108.1,0.684,0.7,80,0,12.2,14.8,12.7,0.022,0.008,0.032,0.156
Xavier,"1 Bluiett, Trevon G",f,36,36,35.1,25.9,113,105.9,0.582,0.532,41.1,50.6,2.4,16.6,8.6,0.125,0.015,0.004,0.120
Xavier,"2 Sumner, Edmond G",f,21,20,33.1,23.8,112.3,103.8,0.58,0.507,64.5,20.9,1.8,13.5,7,0.303,0.023,0.027,0.176
Xavier,"3 Schrand, Leighton G",f,8,0,1,23.7,87.1,114.7,0.543,0,400,0,0,0,0,0.000,0.000,0.000,0.266
Xavier,"4 Macura, J.P. G",f,38,38,33.5,22.5,112.2,105.3,0.558,0.502,37.6,44.8,4.6,10.8,7,0.172,0.025,0.007,0.136
Xavier,"5 O'Mara, Sean F-C",f,38,8,13.8,20.4,120.5,105.1,0.64,0.607,54.5,0,11.4,14.6,11.9,0.093,0.014,0.029,0.151
Xavier,"6 Gaston, RaShid F",f,38,18,18.2,20.2,115.8,104.2,0.596,0.59,46.7,0,15.7,22.5,17.4,0.070,0.005,0.032,0.149
